Date,XAU_Close,OIL_Close,SPX_Close,VIX_Close,US_Nominal_Yield,Real_Yield,DXY_Close,oil_corr_curr,oil_corr_7d,oil_corr_30d,spx_corr_curr,spx_corr_7d,spx_corr_30d,nominal_yield_curr,nominal_yield_corr_7d,nominal_yield_corr_30d,real_yield_curr,real_yield_corr_7d,real_yield_corr_30d,dxy_curr,dxy_corr_7d,dxy_corr_30d,vix_corr_curr,vix_corr_7d,vix_corr_30d
2025-11-21,4076.699951171875,58.060001373291016,6602.990234375,23.43000030517578,4.063000202178955,1.8230002021789549,100.11299896240234,-0.8065823176132871,-0.3836715181548365,-0.5969208840966874,0.125025194488116,0.6801851791140399,-0.34409092433640615,-0.580902841965123,-0.02561218111021791,-0.3432515258669732,-0.1467285270235384,-0.4822736878988514,,0.43889800804053997,-0.5991735782729284,-0.5346353895558408,0.5004081935132035,-0.6922940635868193,0.26222282274357817
2025-11-20,4056.5,59.13999938964844,6538.759765625,26.420000076293945,4.105999946594238,1.865999946594238,100.08999633789062,-0.8065823176132871,-0.7581019947994931,-0.5772253533088652,0.125025194488116,0.8422659705129745,-0.25733194651163727,-0.580902841965123,-0.6827807755008957,-0.3289747277225079,-0.1467285270235384,-0.8860127740010986,,0.43889800804053997,-0.5591259434938607,-0.5123946776255209,0.5004081935132035,-0.8268403242985217,0.2353660447718472
2025-11-19,4077.699951171875,59.439998626708984,6642.16015625,23.65999984741211,4.132999897003174,1.8629998970031738,100.1510009765625,-0.8065823176132871,-0.7624766963845526,-0.6096574591403924,0.125025194488116,0.6837855282275805,-0.2835029114276937,-0.580902841965123,-0.8109801164945392,-0.36857320818102646,-0.1467285270235384,,,0.43889800804053997,-0.45361174502498103,-0.5225546292963816,0.5004081935132035,-0.6749750743777714,0.32657517226337063
2025-11-18,4061.300048828125,60.7400016784668,6617.31982421875,24.690000534057617,4.123000144958496,1.853000144958496,99.4489974975586,-0.8065823176132871,-0.8425588058492978,-0.5874118509341933,0.125025194488116,0.5875252246675831,-0.289641581519941,-0.580902841965123,-0.7892232979499306,-0.3813959492972174,-0.1467285270235384,,,0.43889800804053997,-0.49494627732021435,-0.5439834923109226,0.5004081935132035,-0.581042880025627,0.351149790183732
2025-11-17,4068.300048828125,59.90999984741211,6672.41015625,22.3799991607666,4.132999897003174,1.852999897003174,99.48799896240234,-0.8065823176132871,-0.5908267910319902,-0.6056620325670686,0.125025194488116,0.4883093685950159,-0.2885135143614429,-0.580902841965123,-0.3576023131065692,-0.40429045057977264,-0.1467285270235384,,,0.43889800804053997,-0.530901663587569,-0.4728357844592644,0.5004081935132035,-0.297278307490519,0.4211167490787335
2025-11-14,4087.60009765625,60.09000015258789,6734.10986328125,19.829999923706055,4.1479997634887695,1.8679997634887697,99.1989974975586,-0.8065823176132871,-0.3961750273959628,-0.6252765171513337,0.125025194488116,0.5679023500819528,-0.2800739288964502,-0.580902841965123,-0.09629785828981073,-0.4479332814975937,-0.1467285270235384,,,0.43889800804053997,-0.6606229791917502,-0.34842811098402554,0.5004081935132035,-0.30298065912233196,0.47138017993485903
2025-11-13,4186.89990234375,58.689998626708984,6737.490234375,20.0,4.111999988555908,1.8319999885559084,99.05000305175781,-0.8065823176132871,-0.3526678482980602,-0.6288439489024462,0.125025194488116,0.48529423172926717,-0.23695305575254041,-0.580902841965123,-0.4097542300512564,-0.49425756251943653,-0.1467285270235384,,,0.43889800804053997,-0.7429599294981979,-0.16248514209699014,0.5004081935132035,-0.19461629403963035,0.48919060244878065
2025-11-12,4204.39990234375,58.4900016784668,6850.919921875,17.510000228881836,4.065000057220459,1.795000057220459,99.3740005493164,-0.8065823176132871,-0.3107479039597856,-0.5987301502772759,0.125025194488116,0.8034101410414289,-0.18907475574171953,-0.580902841965123,-0.3375798817228397,-0.536146019254279,-0.1467285270235384,,,0.43889800804053997,-0.7361231020337552,-0.0271092870413575,0.5004081935132035,-0.787492056409941,0.4870218488593363
2025-11-11,4106.7998046875,61.040000915527344,6846.60986328125,17.280000686645508,4.119999885559082,,99.31600189208984,-0.8065823176132871,0.33673605919821364,-0.6030631194489937,0.125025194488116,0.603440603755946,-0.2242724088497145,-0.580902841965123,0.17741614156216917,-0.5655366686557487,-0.1467285270235384,,,0.43889800804053997,-0.7586911034367934,0.04327060409436144,0.5004081935132035,-0.63686080414843,0.539790651344839
2025-11-10,4111.7998046875,60.130001068115234,6832.43017578125,17.600000381469727,4.110000133514404,1.8200001335144043,99.46199798583984,-0.8065823176132871,-0.061567733660272725,-0.6561373266878797,0.125025194488116,0.36730385636259816,-0.20546377713085578,-0.580902841965123,0.0942418836211745,-0.6257853264591363,-0.1467285270235384,0.130989908802947,,0.43889800804053997,-0.6165781806515472,0.12038078566525261,0.5004081935132035,-0.41051991897462,0.5699500030697808
2025-11-07,3999.39990234375,59.75,6728.7998046875,19.079999923706055,4.0929999351501465,1.8129999351501467,99.47100067138672,-0.8065823176132871,0.052259107677833636,-0.6976829219213496,0.125025194488116,0.2472406278360682,-0.1702476689302674,-0.580902841965123,0.025856374711107098,-0.6751288881817679,-0.1467285270235384,-0.03310990101653257,,0.43889800804053997,-0.7515198318013645,0.17083460533902578,0.5004081935132035,-0.4906589519509621,0.5974601214034978
2025-11-06,3979.89990234375,59.43000030517578,6720.31982421875,19.5,4.0929999351501465,1.8129999351501467,99.58499908447266,-0.8065823176132871,0.1982818291100782,-0.7396362645644001,0.125025194488116,0.446517641317345,-0.08615077768926824,-0.580902841965123,0.06306664574537238,-0.7110776082579213,-0.1467285270235384,-0.058471760560684614,,0.43889800804053997,-0.5230338191121716,0.2318654517666814,0.5004081935132035,-0.6825187953105536,0.6298174126022205
2025-11-05,3980.300048828125,59.599998474121094,6796.2900390625,18.010000228881836,4.1570000648498535,1.8570000648498537,100.05899810791016,-0.8065823176132871,0.291646922466549,-0.784031811108752,0.125025194488116,0.3061786923629424,0.020986794857519163,-0.580902841965123,0.3048915701835114,-0.7349742102794536,-0.1467285270235384,0.23177376277462947,,0.43889800804053997,-0.06485856356222316,0.2642357902623042,0.5004081935132035,-0.566454695320925,0.6315645619112451
2025-11-04,3947.699951171875,60.560001373291016,6771.5498046875,19.0,4.089000225067139,1.7990002250671386,100.06999969482422,-0.8065823176132871,0.5900758282519614,-0.8157209276030845,0.125025194488116,0.40414611991332866,0.08798033491891796,-0.580902841965123,0.07050791518872626,-0.7580838906025196,-0.1467285270235384,0.023751815815107994,,0.43889800804053997,-0.2598002184964328,0.35599235939938534,0.5004081935132035,-0.6767015425446791,0.6363167406472451
2025-11-03,4000.300048828125,61.04999923706055,6851.97021484375,17.170000076293945,4.105999946594238,1.7959999465942382,99.70700073242188,-0.8065823176132871,0.7125361458090324,-0.8275775573326304,0.125025194488116,-0.7904405919298897,0.12696288212402015,-0.580902841965123,-0.3009402759275444,-0.7587650688277888,-0.1467285270235384,-0.34520243395958516,,0.43889800804053997,-0.1745542184073785,0.4744509672283595,0.5004081935132035,-0.28672513764392965,0.6467099612755792
2025-10-31,3982.199951171875,60.97999954223633,6840.2001953125,17.440000534057617,4.10099983215332,1.8009998321533205,99.62999725341797,-0.8065823176132871,0.8396467415482886,,0.125025194488116,-0.8877121443101608,,-0.580902841965123,-0.44629807028935026,,-0.1467285270235384,-0.534303435967557,,0.43889800804053997,-0.2571150848353524,,0.5004081935132035,0.09070567801475321,
2025-10-30,4001.300048828125,60.56999969482422,6822.33984375,16.90999984741211,4.0929999351501465,1.8029999351501464,99.3479995727539,-0.8065823176132871,0.4157706638277418,,0.125025194488116,-0.7232916216194225,,-0.580902841965123,-0.3400382257210508,,-0.1467285270235384,-0.4316021073526541,,0.43889800804053997,-0.08741996547420157,,0.5004081935132035,0.22140518792909628,
2025-10-29,3983.699951171875,60.47999954223633,6890.58984375,16.920000076293945,4.058000087738037,1.7580000877380373,99.02200317382812,-0.8065823176132871,0.10259244613587067,,0.125025194488116,-0.7577326357914311,,-0.580902841965123,-0.338794921462692,,-0.1467285270235384,-0.4678189470200349,,0.43889800804053997,0.1722259105049585,,0.5004081935132035,0.30796300406333754,
2025-10-28,3966.199951171875,60.150001525878906,6890.89013671875,16.420000076293945,3.9830000400543213,1.7030000400543215,98.4530029296875,-0.8065823176132871,-0.41892911298149654,,0.125025194488116,-0.5626842236474764,,-0.580902841965123,0.13584679043715528,,-0.1467285270235384,0.400623293572251,,0.43889800804053997,-0.3080688242242175,,0.5004081935132035,0.5040548036268764,
2025-10-27,4001.89990234375,61.310001373291016,6875.16015625,15.789999961853027,3.996999979019165,1.7169999790191652,98.56300354003906,-0.8065823176132871,-0.48300908170414597,,0.125025194488116,-0.44081826940513785,,-0.580902841965123,0.27045158122225155,,-0.1467285270235384,0.5440868898788963,,0.43889800804053997,-0.5940052603807578,,0.5004081935132035,0.44016340588589054,
2025-10-24,4118.39990234375,61.5,6791.68994140625,16.3700008392334,3.996999979019165,1.706999979019165,98.74700164794922,-0.8065823176132871,-0.44015311487404074,,0.125025194488116,-0.34581242016332636,,-0.580902841965123,0.37346580930613116,,-0.1467285270235384,0.6650394362020224,,0.43889800804053997,-0.7708573115679631,,0.5004081935132035,0.5001515119409143,
2025-10-23,4125.5,61.790000915527344,6738.43994140625,17.299999237060547,3.990999937057495,1.6909999370574953,98.72899627685547,-0.8065823176132871,-0.40118089898262416,,0.125025194488116,-0.2713835025950981,,-0.580902841965123,0.2810794756419293,,-0.1467285270235384,0.5391678728883862,,0.43889800804053997,-0.7598137453632505,,0.5004081935132035,0.46000150294782405,
2025-10-22,4044.39990234375,58.5,6699.39990234375,18.600000381469727,3.953000068664551,1.6630000686645507,98.6729965209961,-0.8065823176132871,-0.6810867057821537,,0.125025194488116,-0.11037219254568169,,-0.580902841965123,0.20302164322863123,,-0.1467285270235384,0.4792043675275363,,0.43889800804053997,-0.7248922590487931,,0.5004081935132035,0.39329149235268185,
2025-10-21,4087.699951171875,57.81999969482422,6735.35009765625,17.8700008392334,3.9630000591278076,1.6830000591278078,98.71099853515625,-0.8065823176132871,-0.6286481177441177,,0.125025194488116,0.07679915213772051,,-0.580902841965123,-0.3343066494004125,,-0.1467285270235384,,,0.43889800804053997,-0.7470874874268036,,0.5004081935132035,0.3461450054697361,
2025-10-20,4336.39990234375,57.52000045776367,6735.1298828125,18.229999542236328,3.9860000610351562,1.7260000610351565,98.3550033569336,-0.8065823176132871,-0.7814436497612428,,0.125025194488116,0.8086701329519711,,-0.580902841965123,-0.8433767474786189,,-0.1467285270235384,,,0.43889800804053997,-0.6740493989802802,,0.5004081935132035,0.004549757217914794,
2025-10-17,4189.89990234375,57.540000915527344,6664.009765625,20.780000686645508,4.006999969482422,1.7369999694824219,98.19200134277344,-0.8065823176132871,-0.8359360706258111,,0.125025194488116,-0.05301232216948078,,-0.580902841965123,-0.856562581933522,,-0.1467285270235384,,,0.43889800804053997,-0.8151466474072289,,0.5004081935132035,0.7113923890255478,
2025-10-16,4280.2001953125,57.459999084472656,6629.06982421875,25.309999465942383,3.9760000705718994,1.6960000705718996,98.09200286865234,-0.8065823176132871,-0.7017882826818204,,0.125025194488116,-0.18614456554793696,,-0.580902841965123,-0.8136969322749535,,-0.1467285270235384,,,0.43889800804053997,-0.7707325544251812,,0.5004081935132035,0.7167472829388403,
2025-10-15,4176.89990234375,58.27000045776367,6671.06005859375,20.639999389648438,4.046000003814697,1.7560000038146972,98.54100036621094,-0.8065823176132871,-0.6288437553642842,,0.125025194488116,-0.13561782079524504,,-0.580902841965123,-0.7228933122266503,,-0.1467285270235384,,,0.43889800804053997,-0.13631381332646078,,0.5004081935132035,0.48635620115915096,
2025-10-14,4138.7001953125,58.70000076293945,6644.31005859375,20.809999465942383,4.021999835968018,1.7219998359680178,98.80999755859375,-0.8065823176132871,-0.5379450994839807,,0.125025194488116,-0.26497887947482934,,-0.580902841965123,-0.7606149609732413,,-0.1467285270235384,,,0.43889800804053997,0.341219096181958,,0.5004081935132035,0.46208896171921343,
2025-10-13,4108.60009765625,59.4900016784668,6654.72021484375,19.030000686645508,4.051000118255615,,99.02999877929688,-0.8065823176132871,-0.200313500314641,,0.125025194488116,-0.18596337645007233,,-0.580902841965123,-0.5138620271359866,,-0.1467285270235384,,,0.43889800804053997,0.6145356987227758,,0.5004081935132035,0.2907202750116652,
2025-10-10,3975.89990234375,58.900001525878906,6552.509765625,21.65999984741211,4.051000118255615,1.7510001182556154,98.73200225830078,-0.8065823176132871,0.37421974918856826,,0.125025194488116,-0.04530839899695295,,-0.580902841965123,0.1716952964137751,,-0.1467285270235384,0.17279287630516305,,0.43889800804053997,0.6592095809803887,,0.5004081935132035,0.1834014393543239,
2025-10-09,3946.300048828125,61.5099983215332,6735.10986328125,16.43000030517578,4.1479997634887695,1.8079997634887697,99.28500366210938,-0.8065823176132871,0.83821744041029,,0.125025194488116,0.7756013326111346,,-0.580902841965123,0.6112691543241113,,-0.1467285270235384,0.4407106709737475,,0.43889800804053997,0.6959831845934049,,0.5004081935132035,0.019113373746921226,
2025-10-08,4043.300048828125,62.54999923706055,6753.72021484375,16.299999237060547,4.129000186920166,1.779000186920166,98.63999938964844,-0.8065823176132871,0.5111621558534594,,0.125025194488116,0.805699882259989,,-0.580902841965123,0.3534594479258646,,-0.1467285270235384,0.33251884252698816,,0.43889800804053997,0.9462917514928167,,0.5004081935132035,0.16846960598315758,
2025-10-07,3976.60009765625,61.72999954223633,6714.58984375,17.239999771118164,4.126999855041504,1.7769998550415038,98.28399658203125,-0.8065823176132871,-0.2362783595648797,,0.125025194488116,0.6852635016435641,,-0.580902841965123,0.2858400735834698,,-0.1467285270235384,0.36832507884636756,,0.43889800804053997,0.8127745697761853,,0.5004081935132035,0.688429147807048,
2025-10-06,3948.5,61.689998626708984,6740.27978515625,16.3700008392334,4.1620001792907715,1.8220001792907716,97.80699920654297,-0.8065823176132871,-0.6674403666759198,,0.125025194488116,0.907510214033369,,-0.580902841965123,-0.1865449575323983,,-0.1467285270235384,0.2091648216254856,,0.43889800804053997,-0.0470784718993928,,0.5004081935132035,0.6508472632499226,
2025-10-03,3880.800048828125,60.880001068115234,6715.7900390625,16.649999618530273,4.11899995803833,1.78899995803833,97.41500091552734,-0.8065823176132871,-0.8678329057483198,,0.125025194488116,0.9565162288833539,,-0.580902841965123,-0.7784632396948058,,-0.1467285270235384,-0.5040482776475482,,0.43889800804053997,-0.9641294095840993,,0.5004081935132035,0.23464811676271324,
2025-10-02,3839.699951171875,60.47999954223633,6715.35009765625,16.6299991607666,4.0879998207092285,1.7479998207092287,97.54000091552734,-0.8065823176132871,-0.846364107058684,,0.125025194488116,0.9184842397974284,,-0.580902841965123,-0.6865527318053967,,-0.1467285270235384,-0.40815681575771023,,0.43889800804053997,-0.6778702258677834,,0.5004081935132035,0.09389873848457078,
2025-10-01,3867.5,61.779998779296875,6711.2001953125,16.290000915527344,4.105999946594238,1.7559999465942382,97.38099670410156,-0.8065823176132871,-0.874679000968707,,0.125025194488116,0.9313231181263545,,-0.580902841965123,-0.5738161885165869,,-0.1467285270235384,-0.16523665822903794,,0.43889800804053997,-0.3857853572523198,,0.5004081935132035,-0.06994758898027385,
2025-09-30,3840.800048828125,62.369998931884766,6688.4599609375,16.280000686645508,4.1479997634887695,1.7879997634887697,97.45099639892578,-0.8065823176132871,,,0.125025194488116,,,-0.580902841965123,,,-0.1467285270235384,,,0.43889800804053997,,,0.5004081935132035,,
2025-09-29,3820.89990234375,63.45000076293945,6661.2099609375,16.1200008392334,4.140999794006348,1.7909997940063476,97.58399963378906,-0.8065823176132871,,,0.125025194488116,,,-0.580902841965123,,,-0.1467285270235384,,,0.43889800804053997,,,0.5004081935132035,,
2025-09-26,3775.300048828125,65.72000122070312,6643.7001953125,15.289999961853027,4.186999797821045,1.806999797821045,97.8239974975586,-0.8065823176132871,,,0.125025194488116,,,-0.580902841965123,,,-0.1467285270235384,,,0.43889800804053997,,,0.5004081935132035,,
2025-09-25,3736.89990234375,64.9800033569336,6604.72021484375,16.739999771118164,4.171999931335449,1.7919999313354493,98.21499633789062,-0.8065823176132871,,,0.125025194488116,,,-0.580902841965123,,,-0.1467285270235384,,,0.43889800804053997,,,0.5004081935132035,,
2025-09-24,3732.10009765625,64.98999786376953,6637.97021484375,16.18000030517578,4.146999835968018,1.7669998359680177,97.51799774169922,-0.8065823176132871,,,0.125025194488116,,,-0.580902841965123,,,-0.1467285270235384,,,0.43889800804053997,,,0.5004081935132035,,
2025-09-23,3780.60009765625,63.40999984741211,6656.919921875,16.639999389648438,4.119999885559082,1.749999885559082,96.89299774169922,-0.8065823176132871,,,0.125025194488116,,,-0.580902841965123,,,-0.1467285270235384,,,0.43889800804053997,,,0.5004081935132035,,
